"Symbol","Last","Chg(%)","Vol","ema7","ema12","ema20","ema60","ema120","ema144","ema169","ma20","ma60","ma120","slopeema12","slopeema20","d20_slp_of_ema12","d20_slp_of_ema20","Perf(%)",
HII,150.72,-3.94,566900,149.93,149.17,148.62,152.51,163.73,168.00,172.04,148.95,149.65,164.83,0,0,0.11,0.09,3.80,
ORLY,450.46,0.31,515800,447.39,449.84,452.65,454.05,443.06,438.86,434.91,455.85,460.87,445.67,0,0,-0.28,-0.19,1.51,
NWS,13.37,-0.07,452500,13.31,13.42,13.61,13.85,13.49,13.38,13.30,13.68,14.43,13.44,0,0,-0.05,-0.04,3.37,
POOL,377.17,3.57,433000,363.77,360.40,354.83,332.79,306.79,298.27,290.38,357.54,331.75,304.66,17,13,1.64,1.65,3.02,
MKC,188.98,0.69,393500,187.76,189.35,191.12,192.82,187.72,185.52,183.39,193.31,196.79,189.42,0,0,-0.29,-0.19,1.16,
PKG,118.42,-3.92,392900,117.80,117.02,115.84,110.39,106.08,105.15,104.43,116.70,108.76,104.41,0,0,0.31,0.35,2.22,
MAA,122.72,-0.49,385200,119.57,119.03,118.95,118.05,117.76,117.95,118.17,119.68,117.83,116.67,0,0,-0.25,-0.12,0.79,
GWW,374.71,0.94,375200,364.97,365.01,365.50,357.95,342.94,338.35,334.36,371.37,361.08,340.13,7,0,-0.52,-0.04,1.65,
GL,83.75,-1.64,361900,83.02,82.81,82.59,81.67,81.49,81.80,82.20,82.80,82.29,79.60,0,0,0.08,0.08,2.54,
RE,211.64,-1.85,357200,207.44,205.93,205.01,206.83,210.57,212.35,214.20,204.34,208.37,210.58,0,0,0.16,0.06,0.09,
IEX,176.90,-1.95,319900,178.40,180.38,181.97,179.80,173.65,171.88,170.37,185.10,181.86,171.19,0,0,-0.19,-0.0040,2.10,
IPGP,193.87,-0.56,307800,191.99,190.79,187.79,176.50,166.94,164.15,161.74,189.09,171.38,167.90,0,0,1.10,1.06,2.13,
MKTX,579.92,7.45,243000,554.71,550.48,541.26,513.88,492.04,483.48,474.72,546.54,500.29,503.91,18,16,3.26,3.20,3.71,
MTD,1080.23,1.38,128800,1046.80,1039.10,1029.62,985.36,926.17,907.92,891.59,1032.91,992.07,911.32,15,14,2.34,2.40,1.69,
NVR,4218.06,2.41,29600,4102.08,4119.14,4140.79,4059.88,3871.40,3818.09,3772.08,4218.85,4140.25,3781.79,17,17,-7.73,-1.90,3.32,
